"West_Bank","code","schools_boys","schools_girls","treatment","female","age","school_sharing_ideas","school_asking_questions","school_ask_help"
0,10000304,0,0,0,0,7,3,2,2
0,10000304,0,0,0,0,8,2,1,3
0,10000304,0,0,0,0,9,1,1,3
0,10000304,0,0,0,1,6,3,2,1
0,10000304,0,0,0,0,7,3,3,3
0,10000304,0,0,0,1,7,3,3,3
0,10000304,0,0,0,0,7,3,2,3
0,10000304,0,0,0,0,7,3,2,2
0,10000304,0,0,0,0,6,2,2,2
0,10000304,0,0,0,1,8,3,3,3
0,10000304,0,0,0,1,6,2,2,3
0,10000304,0,0,0,0,7,2,2,1
0,10000304,0,0,0,0,7,3,3,3
0,10000304,0,0,0,1,7,3,3,3
0,10000304,0,0,0,1,8,3,3,2
0,10000304,0,0,0,1,8,3,2,2
0,10000304,0,0,0,0,6,2,1,3
0,10000304,0,0,0,0,7,2,3,2
0,10000304,0,0,0,0,7,3,0,3
0,10000304,0,0,0,1,6,3,3,3
0,10000304,0,0,0,1,9,3,2,2
0,10000304,0,0,0,1,6,3,3,3
0,10000304,0,0,0,0,6,3,3,3
0,10000304,0,0,0,1,8,3,3,2
0,10000304,0,0,0,1,7,3,3,3
0,10000304,0,0,0,0,7,2,0,3
0,10000304,0,0,0,1,6,2,1,3
0,10000304,0,0,0,1,6,3,3,1
0,10000304,0,0,0,1,6,2,1,2
0,10000304,0,0,0,0,6,2,2,0
0,10000304,0,0,0,1,7,3,3,2
0,10000304,0,0,0,1,6,3,2,3
0,10000304,0,0,0,1,8,3,3,0
0,10000304,0,0,0,1,8,3,3,3
0,10000304,0,0,0,1,7,3,2,3
0,10000304,0,0,0,0,6,3,3,3
0,10000304,0,0,0,1,9,2,2,2
0,10000304,0,0,0,1,8,3,2,2
0,10000304,0,0,0,0,6,3,2,2
0,10000304,0,0,0,0,9,3,3,2
0,10000304,0,0,0,0,8,2,3,0
0,10000304,0,0,0,1,7,3,3,3
0,10000304,0,0,0,0,8,2,2,1
0,10000304,0,0,0,1,6,3,3,3
0,10000304,0,0,0,0,8,2,2,2
0,10000304,0,0,0,0,8,3,2,3
0,10000304,0,0,0,1,8,3,1,3
0,10000304,0,0,0,0,8,3,3,2
0,10000486,0,0,0,0,9,3,2,2
0,10000486,0,0,0,0,8,3,3,3
0,10000486,0,0,0,0,6,3,2,0
0,10000486,0,0,0,1,8,3,3,3
0,10000486,0,0,0,1,8,2,2,0
0,10000486,0,0,0,0,9,2,0,3
0,10000486,0,0,0,1,7,2,2,2
0,10000486,0,0,0,0,7,3,3,3
0,10000486,0,0,0,0,7,3,3,3
0,10000486,0,0,0,1,6,3,3,3
0,10000486,0,0,0,1,6,3,2,2
0,10000486,0,0,0,1,8,3,3,3
0,10000486,0,0,0,1,8,3,3,3
0,10000486,0,0,0,0,9,2,2,0
0,10000486,0,0,0,0,7,3,3,0
0,10000486,0,0,0,0,9,2,2,3
0,10000486,0,0,0,1,7,3,3,3
0,10000486,0,0,0,1,7,3,3,3
0,10000486,0,0,0,1,8,3,3,3
0,10000486,0,0,0,0,7,3,3,3
0,10000486,0,0,0,1,8,3,3,2
0,10000486,0,0,0,1,8,3,3,2
0,10000486,0,0,0,0,7,3,3,2
0,10000486,0,0,0,1,8,3,2,2
0,10000486,0,0,0,0,7,3,3,0
0,10000486,0,0,0,0,7,3,3,3
0,10000486,0,0,0,0,7,3,3,3
0,10000486,0,0,0,0,7,2,3,2
0,10000486,0,0,0,0,8,3,2,2
0,10000486,0,0,0,1,8,2,3,3
0,10000486,0,0,0,0,6,3,2,3
0,10000486,0,0,0,0,6,2,2,0
0,10000486,0,0,0,1,7,3,3,2
0,10000486,0,0,0,1,7,3,3,3
0,10000486,0,0,0,1,8,3,3,3
0,10000486,0,0,0,0,8,3,3,3
0,10000486,0,0,0,1,6,3,3,2
0,10000486,0,0,0,1,8,3,2,3
0,10000486,0,0,0,0,9,2,2,0
0,10000486,0,0,0,0,6,3,2,2
0,10000486,0,0,0,0,9,3,3,0
0,10000486,0,0,0,1,8,3,3,3
0,10000486,0,0,0,1,7,3,3,2
0,10000486,0,0,0,0,6,2,2,2
0,10000486,0,0,0,0,8,0,2,0
0,10000486,0,0,0,1,6,3,3,0
0,10000486,0,0,0,0,7,3,3,3
0,10000486,0,0,0,1,8,3,3,2
0,10000486,0,0,0,1,9,3,3,3
0,10000486,0,0,0,1,6,2,3,2
0,10000486,0,0,0,0,6,3,3,3
0,10000486,0,0,0,1,6,3,2,2
0,10000486,0,0,0,1,9,3,3,3
0,10001925,0,1,0,0,8,3,0,1
0,10001925,0,1,0,0,8,2,3,2
0,10001925,0,1,0,0,8,1,2,2
0,10001925,0,1,0,0,8,2,2,2
0,10001925,0,1,0,0,8,3,3,2
